"id","by","kids","score","time","title","type","url","createdAt","updatedAt"
8426985,"omko","[\"8427355\"]",12,1412778179,"Farewell Node.js","story","https://medium.com/code-adventures/farewell-node-js-4ba9e7f3e52b","2014-10-23 05:30:31","2014-10-23 05:30:31"
8422680,"mglukhovsky",NULL,11,1412704080,"BeerThink: infinite scrolling in a mobile app with Ionic, Node.js, and RethinkDB","story","http://rethinkdb.com/blog/beerthink/","2014-10-23 05:30:31","2014-10-23 05:30:31"
8433608,"jguerrero","[\"8434393\"]",8,1412873977,"Externalize, Secure and Manage APIs with Node.js","story","http://strongloop.com/strongblog/node-js-loopback-api-gateway-sample-applications/","2014-10-23 05:30:31","2014-10-23 05:30:31"
8422318,"hallas",NULL,4,1412701281,"Node.js: Swiss Army Knife","story","https://medium.com/koa-next-generation-web-framework-for-node-js/swiss-army-knife-7555611e1a81","2014-10-23 05:30:31","2014-10-23 05:30:31"
8430790,"coding4all",NULL,3,1412828053,"Datomic Clone Using DataScript, RethinkDB, Clojure, ClojureScript, and Node.js","story","https://github.com/runexec/PossibleDB/tree/0.1-6-FixedDocumentation","2014-10-23 05:30:31","2014-10-23 05:30:31"
8426865,"edwellbrook",NULL,3,1412776752,"A Node.js Wrapper for Official Hacker News API","story","https://github.com/edwellbrook/node-hacker-news","2014-10-23 05:30:31","2014-10-23 05:30:31"
8420414,"tilt",NULL,3,1412678486,"Mean-stack.io: Source for MongoDB, Express, Angular and Node.js Related Content","story","http://mean-stack.io/","2014-10-23 05:30:31","2014-10-23 05:30:31"
8431495,"NicoJuicy",NULL,2,1412848580,"Discussion about Node.js folder structure options","story","https://gist.github.com/lancejpollard/1398757","2014-10-23 05:30:31","2014-10-23 05:30:31"
8425531,"mzehrer",NULL,2,1412748561,"Announcing a New and Improved Node.js Debugger","story","http://strongloop.com/strongblog/announcing-a-new-and-improved-node-js-debugger/","2014-10-23 05:30:31","2014-10-23 05:30:31"
8445910,"grigio",NULL,1,1413134854,"MeteorJS Italia 7-nov Torino, JavaScript, Node.js, Mongodb","story","http://leganerd.com/?p=302971&secret=pKRe4v","2014-10-23 05:30:31","2014-10-23 05:30:31"
8444929,"gsatyac",NULL,1,1413110036,"Awesome Node/AngularJS developer needed","story","","2014-10-23 05:30:31","2014-10-23 05:30:31"
8443163,"mirekrusin","[\"8443165\"]",1,1413055189,"Single line Node.js API tests with criteria query in MongoDB format","story","https://github.com/mirek/node-json-criteria","2014-10-23 05:30:31","2014-10-23 05:30:31"
8441026,"robertcorey",NULL,1,1412994688,"Show Hackernews: HTML5 Poker Gamebot with Node.js and JavaScript","story","http://youtu.be/lwIa2KArq2Q","2014-10-23 05:30:31","2014-10-23 05:30:31"
8425713,"pylinux",NULL,1,1412754416,"You Have to Explicitly End Streams After Pipes Break in Node.js","story","http://www.bennadel.com/blog/2692-you-have-to-explicitly-end-streams-after-pipes-break-in-node-js.htm","2014-10-23 05:30:31","2014-10-23 05:30:31"
